target,text
n,oh no i saw this song in a loreal ad yesterday  â« http://blip.fm/~8g0u9
n,@philliphorne you never call me to say G'night... 
p,@emmmaj good song 
p,i think things are gunna get better 
n,@NiaVardalos i wanna see it but its not my area sadly  but you know what I'll see the Proposal for you and the hangover hilarious
p,Tampa Twitters ..... Follow me   If at first U don't succeed....Make every &quot;second&quot; count ;)
p,"@CindiCupcaking that's family for you  imna crash, woke up 630 3 days in a row....lol"
n,just got inside from a nice walk around the neighborhood. i failed at catching a lightning bug. 
n,What a gorgeous day to be back at work 
n,@nikki721 Right. I hate that about my hair too! That's y I'm confused   I'm sick of ponytails!
n,@cynimarie p.s. There is such thing as having too much sushi! Bleeeeah!  
p,"listening to a little alesana, getting back in touch with my semi-hardcore side.  haha."
p,@omgjohnjordan John!! We are twitter friends yay! Come back to Jax soon! 
n,so disappointed about lost last night.....poor juliet  (and jacob whoever you were...)
n,@Kio_Redsen What about people like me who work weekends though? Wednesdays are not good at all 
p,tweet tweet said the twitter tweak. Lmao 
n,"#flylady 5pm Holiday w/e fast coming to an end  Heatwave here in Denmark, so grilling sausages etc for dinner. Off to start barbie!"
n,I WANT MY FOOD 
n,"@dymizzo Nice. Star Trek is indeed a spectacular movie! Zachary Quinto was very very great as Spock!! Although, I didn't see it in IMAX "
p,@m4s LOL you think our tax payer money is good to sponsor a expedition to bukit timah? 
p,You guys HAVE to go to this site!  http://tinyurl.com/cbc3r6 - UNLIMITED FREE RINGTONES!! 
n,@benvengroff no! Bc I'd rather wake up early and leave early I'm so bored trying to keep busy 
p,I am about to go to a play with my friend 
n,@ThatChrisGore Put an extra one of those in your brain for me. I need a drink... 
p,@TheDannyNoriega Hahaha (: I'm also going out to eat with my mom 
p,Just back home... Did I just miss a big match? Likely scenario: Aussies out of T20 WC...  #cricket #T20 #Worldcup
p,@rianepanic Your aloud to come ? 
n,@DopeRah Awww  We'll get some well equipped models... Have faith
n,"@matt @samstarling, just an update on the #wavefinder experiments, sadly it seems to have some dodgy internals, picks up nothing "
p,SAT study. Totally not helping my depression. 
n,still up 
p,"@missrogue Your book table is here near entrance to upstairs room, manned by sweet lady w credit card machine "
n,It's officially rainy season here in Manila! Goodluck with the floddings around the Metro...  poor students! 
p,@edwardsheroin @meghannian Thanks for the #followfriday love! 
p,Gnight shar   &lt;(' '&lt;)Vega(&gt;' ')&gt;
n,"back from Ascot, no richer unfortunately "
n,drank too much last night....never drinking again! dont feel too good 
p,Yet again this revision thing isn't going so well 
p,sittin in my backyard visiting my bunny  i love her she's a sweetie
p,"@AlexAllTimeLow awwww that's so messed up, I'm sorry "
n,@kidsinaustralia really ?  I just deleted some Britney video types today too 
n,"I feel not excited..  Sorry guys, I didn't mean for that to happen.."
n,Too bad @pamshouseblend had flight issues       #bwb
p,is about fo go back to the paezs 
n,"Google Wave looks cool. I should be working for these guys, I came up with some of these ideas years ago.  http://tinyurl.com/m77gp7"
n,Did you guys have noticed when raining people are depressed and  really bored?? I do 
n,Ugh now im seriously doubting whether ill be 'unbanned' when it says I will  and I was so looking forward to getting back on then...gah!
n,@iloveyoux3_ i hope so! cause idk what im gonna do if she don't!  and why she isn't online? she is always online at this time! and
p,just got back from hangin wit haley and kayla...... 
n,@caseywright ~acai emails~yes tons of them.. 
n,saying goodbye to the best bartender on the island = sad;  Drinking all night with a $0 tab= awesome....sometimes it pays to be a regular
p,"@SaulaSmurf hahah. Just on youtube.. and MSN, and listening to music "
p,"@Miz_Calamity So you're just gonna drive and abandon them?  lol  Just offering you an out.  And answer your phone, dang it!  "
n,watching bargain hunt..rushing to get ready for work.. 
n,Dinner break was way late &amp; my bread was stale on my kids meal. 
p,"@SamuelJHextall wanna make out ? you know ur absolutely friggin adorable,  and that smile you do in ur pictures, take my breath away "
p,@greekdude i thought you are a vegan as ur picture 
p,Lexie loooves Ken next door. Mostly because he's out in his garage a lot and he has big milkbones for her when we walk by 
n,"ugh if I don't return my tux today, I owe 20$. I have no time between now and work. "
n,"Going to bed to get my 8 hour sleep, have to be fit for painting the house and acctually running som K's! I hate going to bed so early! "
n,"@sadiecrabtree I was shocked, too "
p,is excited for this week's Wish List Wednesdays! Good night tweets 
n,last time personal training in Amsterdam 
n,i feel like a maccies now  ohh welll
p,"I'm heading to class just finished eaton baby back ribs so I got that ethnic fatigue, I'm going to nap "
p,http://twitpic.com/6iywo - Saw this at &quot;The Brownie Factory&quot; at Ngee Ann City Shopping Center basement.. I is famous!!! 
p,"@ddlovato How about &quot;Dreams, Creams and Disney teams&quot; "
n,@scribb Means you can sell the 3G P&amp;G or give to my wife. Although she prefers pre 1990 phones 
n,milkshake is gone 
n,@savingtime i really hope he can  thankyou lovely &lt;3 yeah thats true. its just hard trying to get others to understand y'know?
n,it's taking too long. i cant wait any longer 
n,"@ogerrard Really annoying  ... I guess, its time for me to unfollow its tweets"
p,@originaltyler im so excited for the new parody 
p,@albeitludicrous ahah  what animals do you already have?
n,Eating a fuck load of chocolate at work. They should have a chocolate box @ the front of the salon. Its too much of a temptation!!! 
n,1 day remaining before hell 
p,"sitting at dennys on green river rd. my breakfast got interrupted by a house fire, so now i am forced to eat a grand slam. oh, darn! "
p,@piaarayna We are seeing the lovely sexy @jonasbrothers 
p,"I am going to sleep, again.  "
p,I love my Twitter Family !!!!!! 
n,"@menorahmajora @24lbsofBoost would like you to leave him the fuck alone. Sorry, doll. "
n,i think im going to fail first aid just cause i couldnt get up this morning 
p,"http://twitpic.com/6rb5j - Best thing, ever! "
p,"@caseysevenfold haha!! It's a sign, this be the design we must use! We'll just send epic amounts of tweets to the ATL boys re: singalong "
p,Off to work yet again. Really hoping no one wants to see movies today. Beautiful day in Indiana 
p,"Hey all my followers  Please follow @xTwilighter, she's a very nice girl to talk with and she also loves McFly ;P Come on, guys!  xx"
n,i still wanna see oliver in west end whilst rowan atkinson is in it 
p,@Shontelle_Layne u got some lucky fans then  wat bout belfast! any chance of fans meetin u ther? xo
p,"is going off the grid, goodnight people! "
p,@Yummy_Flaquito thanks I just hope the rest of today goes better 
n,i kinda wish i could be at my bros graduation right now as well... aaaaaanyways... 
p,@kreativlink Depends what time you woke up. 
p,@Bridget_D hola Bonita Bridget!  Thanks for the welcome 
n,"If balloons could think , it would be because they inhale SmartAir - Rume , Wai Juu Soe Mehsee  Dunn Wurree , Ai Gunr Kleen Juu ! "
p,homework sucks. at least i have more reading than writing this time 
p,@adamsconsulting really! now u know why u become a tweetheart 
n,I hate when it looks warm outside but u step out and its 20 degrees less than what u think 
n,@miamendez awww man.  well I think I may go out bowling sunday night.   I'll hit u up about that.
n,"nobody is online in my usual haunts - not even the O/seas ones  - THis is not looking good, might mean I have to entertain myself "
n,@mikeyway i used to have a basset hound. she was the best dog ever. 
p,@markmancao I love you guys 
n,Cleaning    I may be hosting a big bunch of hot guys here in a bit - oh no wait - it's just my husband and his best friends' wedding party
p,@creativefocus im glad your safe! sleep well! 
p,"@JenmFTW why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com ,it will help relieve your stress "
n,"@tommcfly plz say &quot;Happy Birthday Or , Roni &amp; Mickey!&quot; plz plz plz "
p,My office   http://yfrog.com/5e80vj
n,@richardbeldon I reckon you missed some - still driving us nuts over here 
p,I hope I finish editing my Movie tomorrow!! I can't wait to finish exams and start mass producing videos 
n,Heading back to the bus. 
n,@TheComputerNerd lmao!...aww poor yous! 
p,"@Swirly22 Haha, sounds great! "
n,Aww man. Gardner hit that plexiglass HARD. They're gonna cart him off the field. Hope he's OK  #yankees
p,That's it.  I'm having Yofruit tomorrow. 
n,@latinoboi1988 but if I would call u up right now u would forget u waz sick huh!lol....u sick cause u haven't been getting no rest u azz 
n,@ashley_baby13 My fault? 
p,@soccerweeman LOL lazy butt 
n,"Download, Download, iPhone 3.0 - go like you've never gone before! Oh wait, I need iTunes 8.2 first "
n,@alex_bettylou Bugger! PJ thieves on the loose? I'm surprised you actually timed it right to find some sun for the washing line. I didn't 
n,Miss people from school.. 
p,Just had hair cut i feel BALD!! also Party 2morro night W00P  Also very bored now!!!
n,Really isn't getting the hang of Twitter  After you follow people can you Twitter them ? And how do I Twitter full-stop ? Help me people !
p,will go out! 
n,"At Disneyland, but not going in. My heart hurts. "
n,@thisisbrian actually No  i didnt. So wack. This weekend my sleep patterns were so un comfortable. I need shrimp to feel better lol
p,"@ElodieMoreels thanks for following me too, if I need help for sure I'll aks U "
n,@danedinberg could you tell me what time you guys are thinking of taking the stage for Sat's show? I work until 9 + wonder if id make it. 
p,@MythosEngineer Hi there 
p,WOOOOO!! Twitterberry is working again!! Good morning everyone 
p,@Nintendo_NWR 'Lang' is the right spelling 
p,"man looking for a flat in vienna is exhausting. help! btw #WolframAlpha is online + a fun toy, like:nice to know i was born 8581 days ago "
n,has her Chameleon Circuit album XD but for some reason it won't work in my laptop  help anyone? It works in normal CD player
p,@gerrystoltzfoos - sounds right to me 
p,@mikebelluckf yes thanks I thought so! Might start a Word if the Day Club! 
n,"Not only is my whole head burning, but now I can't fall asleep &amp; my eyes are killing me!!  save me..."
p,tired  -_- but tonight will be great (i hope so) 
p,Going to grill chicken..learned everything I know from Bobby Flay 
n,Prediction; After the Iranian gov't closes down ALL communication I am very afraid there will be BLOOD BATH! Sorry to be gloomy.   Pray.
n,@jeff_lamarche I'd be happy too if I could get a 3GS and still use data on my AT&amp;T prepaid.  Must wait for Hong Kong to get it in July
p,Buon Giorno twitters 
p,@michaelrholmes hugs 'n stuff!  I approve of the half-full part of that sentiment 
p,@chloe_hew I lobbbbbesss youssss tooossss bestestttt frannnnn.  haha
n,The Jackets are making me cry.   At least they made the playoffs I guess...
p,scorching day here today - up early doing the gardening before it gets too hot 
n,@Austin_Butler hahah ive got a twitter adiction too and its all because nick jonas dont answer me 
p,his latch is so much better when he's not screamin hungry.  i love his newfound alert time
n,having major problems with health recently blood pressure is 160/100 havent eaten much food and thrown up randomly 
n,I'm going to get up in the morning with swollen eyes because I started thinking about my husband/children's father last day with us 
